ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000027992.1 ENSAPEG00000019355.1
ENSAPET00000028014.1 ENSAPEG00000019355.1
ENSAPET00000028029.1 ENSAPEG00000019355.1
ENSAPET00000028301.1 ENSAPEG00000019356.1
ENSAPET00000028326.1 ENSAPEG00000019356.1
ENSAPET00000028331.1 ENSAPEG00000019356.1
ENSAPET00000027958.1 ENSAPEG00000019357.1
ENSAPET00000027976.1 ENSAPEG00000019358.1
ENSAPET00000027983.1 ENSAPEG00000019359.1
ENSAPET00000027997.1 ENSAPEG00000019359.1
ENSAPET00000027939.1 ENSAPEG00000019360.1
ENSAPET00000028113.1 ENSAPEG00000019361.1
ENSAPET00000028128.1 ENSAPEG00000019361.1
ENSAPET00000028144.1 ENSAPEG00000019361.1
ENSAPET00000027957.1 ENSAPEG00000019362.1
ENSAPET00000027975.1 ENSAPEG00000019363.1
ENSAPET00000027961.1 ENSAPEG00000019364.1
ENSAPET00000027982.1 ENSAPEG00000019365.1
ENSAPET00000027991.1 ENSAPEG00000019366.1
ENSAPET00000027985.1 ENSAPEG00000019367.1
ENSAPET00000027968.1 ENSAPEG00000019368.1
ENSAPET00000027969.1 ENSAPEG00000019369.1
ENSAPET00000027970.1 ENSAPEG00000019370.1
ENSAPET00000028000.1 ENSAPEG00000019372.1
ENSAPET00000028008.1 ENSAPEG00000019372.1
ENSAPET00000028017.1 ENSAPEG00000019372.1
ENSAPET00000028006.1 ENSAPEG00000019373.1
ENSAPET00000027972.1 ENSAPEG00000019374.1
ENSAPET00000027980.1 ENSAPEG00000019374.1
ENSAPET00000027988.1 ENSAPEG00000019374.1
ENSAPET00000027993.1 ENSAPEG00000019375.1
ENSAPET00000028022.1 ENSAPEG00000019376.1
ENSAPET00000028002.1 ENSAPEG00000019378.1
ENSAPET00000028034.1 ENSAPEG00000019378.1
ENSAPET00000028063.1 ENSAPEG00000019378.1
ENSAPET00000028076.1 ENSAPEG00000019378.1
ENSAPET00000028088.1 ENSAPEG00000019378.1
ENSAPET00000028028.1 ENSAPEG00000019379.1
ENSAPET00000028050.1 ENSAPEG00000019379.1
ENSAPET00000028025.1 ENSAPEG00000019380.1
ENSAPET00000028044.1 ENSAPEG00000019380.1
ENSAPET00000028167.1 ENSAPEG00000019381.1
ENSAPET00000028181.1 ENSAPEG00000019381.1
ENSAPET00000028198.1 ENSAPEG00000019381.1
ENSAPET00000027989.1 ENSAPEG00000019382.1
ENSAPET00000028001.1 ENSAPEG00000019383.1
ENSAPET00000027996.1 ENSAPEG00000019384.1
ENSAPET00000028062.1 ENSAPEG00000019385.1
ENSAPET00000027998.1 ENSAPEG00000019386.1
ENSAPET00000027999.1 ENSAPEG00000019387.1
ENSAPET00000028015.1 ENSAPEG00000019387.1
ENSAPET00000028031.1 ENSAPEG00000019388.1
ENSAPET00000028057.1 ENSAPEG00000019388.1
ENSAPET00000028024.1 ENSAPEG00000019389.1
ENSAPET00000028056.1 ENSAPEG00000019390.1
ENSAPET00000028054.1 ENSAPEG00000019391.1
ENSAPET00000028007.1 ENSAPEG00000019392.1
ENSAPET00000028011.1 ENSAPEG00000019393.1
ENSAPET00000028020.1 ENSAPEG00000019394.1
ENSAPET00000028004.1 ENSAPEG00000019395.1
ENSAPET00000028012.1 ENSAPEG00000019395.1
ENSAPET00000028027.1 ENSAPEG00000019395.1
ENSAPET00000028161.1 ENSAPEG00000019396.1
ENSAPET00000028079.1 ENSAPEG00000019397.1
ENSAPET00000028106.1 ENSAPEG00000019397.1
ENSAPET00000028036.1 ENSAPEG00000019398.1
ENSAPET00000028064.1 ENSAPEG00000019398.1
ENSAPET00000028013.1 ENSAPEG00000019399.1
ENSAPET00000028018.1 ENSAPEG00000019399.1
ENSAPET00000028023.1 ENSAPEG00000019400.1
ENSAPET00000028070.1 ENSAPEG00000019400.1
ENSAPET00000028123.1 ENSAPEG00000019400.1
ENSAPET00000028188.1 ENSAPEG00000019400.1
ENSAPET00000028016.1 ENSAPEG00000019401.1
ENSAPET00000028049.1 ENSAPEG00000019401.1
ENSAPET00000028091.1 ENSAPEG00000019401.1
ENSAPET00000028125.1 ENSAPEG00000019401.1
ENSAPET00000028030.1 ENSAPEG00000019402.1
ENSAPET00000028061.1 ENSAPEG00000019403.1
ENSAPET00000028075.1 ENSAPEG00000019403.1
ENSAPET00000028019.1 ENSAPEG00000019404.1
ENSAPET00000028026.1 ENSAPEG00000019405.1
ENSAPET00000028048.1 ENSAPEG00000019405.1
ENSAPET00000028040.1 ENSAPEG00000019406.1
ENSAPET00000028131.1 ENSAPEG00000019407.1
ENSAPET00000028160.1 ENSAPEG00000019407.1
ENSAPET00000028035.1 ENSAPEG00000019408.1
ENSAPET00000028065.1 ENSAPEG00000019408.1
ENSAPET00000028102.1 ENSAPEG00000019408.1
ENSAPET00000028032.1 ENSAPEG00000019409.1
ENSAPET00000028041.1 ENSAPEG00000019410.1
ENSAPET00000028137.1 ENSAPEG00000019412.1
ENSAPET00000028164.1 ENSAPEG00000019412.1
ENSAPET00000028216.1 ENSAPEG00000019412.1
ENSAPET00000028094.1 ENSAPEG00000019413.1
ENSAPET00000028111.1 ENSAPEG00000019413.1
ENSAPET00000028135.1 ENSAPEG00000019414.1
ENSAPET00000028071.1 ENSAPEG00000019415.1
ENSAPET00000028085.1 ENSAPEG00000019415.1
ENSAPET00000028037.1 ENSAPEG00000019416.1
ENSAPET00000028046.1 ENSAPEG00000019416.1
ENSAPET00000028043.1 ENSAPEG00000019417.1
ENSAPET00000028124.1 ENSAPEG00000019418.1
ENSAPET00000028053.1 ENSAPEG00000019419.1
ENSAPET00000028052.1 ENSAPEG00000019420.1
ENSAPET00000028074.1 ENSAPEG00000019421.1
ENSAPET00000028087.1 ENSAPEG00000019421.1
ENSAPET00000028055.1 ENSAPEG00000019422.1
ENSAPET00000028058.1 ENSAPEG00000019423.1
ENSAPET00000028066.1 ENSAPEG00000019423.1
ENSAPET00000028059.1 ENSAPEG00000019424.1
ENSAPET00000028149.1 ENSAPEG00000019425.1
ENSAPET00000028191.1 ENSAPEG00000019425.1
ENSAPET00000028060.1 ENSAPEG00000019426.1
ENSAPET00000028069.1 ENSAPEG00000019426.1
ENSAPET00000028154.1 ENSAPEG00000019427.1
ENSAPET00000028192.1 ENSAPEG00000019427.1
ENSAPET00000028104.1 ENSAPEG00000019428.1
ENSAPET00000028172.1 ENSAPEG00000019429.1
ENSAPET00000028236.1 ENSAPEG00000019430.1
ENSAPET00000028068.1 ENSAPEG00000019431.1
ENSAPET00000028081.1 ENSAPEG00000019431.1
ENSAPET00000028067.1 ENSAPEG00000019432.1
ENSAPET00000028077.1 ENSAPEG00000019433.1
ENSAPET00000028101.1 ENSAPEG00000019435.1
ENSAPET00000028115.1 ENSAPEG00000019435.1
ENSAPET00000028080.1 ENSAPEG00000019436.1
ENSAPET00000028152.1 ENSAPEG00000019437.1
ENSAPET00000028169.1 ENSAPEG00000019437.1
ENSAPET00000028082.1 ENSAPEG00000019438.1
ENSAPET00000028089.1 ENSAPEG00000019438.1
ENSAPET00000028109.1 ENSAPEG00000019438.1
ENSAPET00000028105.1 ENSAPEG00000019439.1
ENSAPET00000028099.1 ENSAPEG00000019440.1
ENSAPET00000028084.1 ENSAPEG00000019441.1
ENSAPET00000028096.1 ENSAPEG00000019441.1
ENSAPET00000028093.1 ENSAPEG00000019442.1
ENSAPET00000028159.1 ENSAPEG00000019443.1
ENSAPET00000028103.1 ENSAPEG00000019444.1
ENSAPET00000028112.1 ENSAPEG00000019445.1
ENSAPET00000028142.1 ENSAPEG00000019445.1
ENSAPET00000028150.1 ENSAPEG00000019445.1
ENSAPET00000028098.1 ENSAPEG00000019446.1
ENSAPET00000028092.1 ENSAPEG00000019447.1
ENSAPET00000028158.1 ENSAPEG00000019448.1
ENSAPET00000028196.1 ENSAPEG00000019448.1
ENSAPET00000028122.1 ENSAPEG00000019449.1
ENSAPET00000028134.1 ENSAPEG00000019449.1
ENSAPET00000028097.1 ENSAPEG00000019450.1
ENSAPET00000028107.1 ENSAPEG00000019451.1
ENSAPET00000028100.1 ENSAPEG00000019452.1
ENSAPET00000028114.1 ENSAPEG00000019452.1
ENSAPET00000028129.1 ENSAPEG00000019452.1
ENSAPET00000028117.1 ENSAPEG00000019453.1
ENSAPET00000028182.1 ENSAPEG00000019454.1
ENSAPET00000028116.1 ENSAPEG00000019455.1
ENSAPET00000028121.1 ENSAPEG00000019455.1
ENSAPET00000028136.1 ENSAPEG00000019456.1
ENSAPET00000028173.1 ENSAPEG00000019457.1
ENSAPET00000028126.1 ENSAPEG00000019458.1
ENSAPET00000028221.1 ENSAPEG00000019459.1
ENSAPET00000028266.1 ENSAPEG00000019459.1
ENSAPET00000028146.1 ENSAPEG00000019460.1
ENSAPET00000028120.1 ENSAPEG00000019461.1
ENSAPET00000028143.1 ENSAPEG00000019462.1
ENSAPET00000028118.1 ENSAPEG00000019463.1
ENSAPET00000028139.1 ENSAPEG00000019464.1
ENSAPET00000028132.1 ENSAPEG00000019465.1
ENSAPET00000028145.1 ENSAPEG00000019465.1
ENSAPET00000028162.1 ENSAPEG00000019466.1
ENSAPET00000028197.1 ENSAPEG00000019466.1
ENSAPET00000028130.1 ENSAPEG00000019467.1
ENSAPET00000028140.1 ENSAPEG00000019468.1
ENSAPET00000028133.1 ENSAPEG00000019469.1
ENSAPET00000028138.1 ENSAPEG00000019470.1
ENSAPET00000028151.1 ENSAPEG00000019470.1
ENSAPET00000028147.1 ENSAPEG00000019471.1
ENSAPET00000028153.1 ENSAPEG00000019472.1
ENSAPET00000028168.1 ENSAPEG00000019473.1
ENSAPET00000028156.1 ENSAPEG00000019474.1
ENSAPET00000028166.1 ENSAPEG00000019475.1
ENSAPET00000028300.1 ENSAPEG00000019476.1
ENSAPET00000028344.1 ENSAPEG00000019476.1
ENSAPET00000028420.1 ENSAPEG00000019476.1
ENSAPET00000028473.1 ENSAPEG00000019476.1
ENSAPET00000028235.1 ENSAPEG00000019477.1
ENSAPET00000028263.1 ENSAPEG00000019477.1
ENSAPET00000028155.1 ENSAPEG00000019478.1
ENSAPET00000028207.1 ENSAPEG00000019479.1
ENSAPET00000028157.1 ENSAPEG00000019480.1
ENSAPET00000028163.1 ENSAPEG00000019481.1
ENSAPET00000028195.1 ENSAPEG00000019481.1
ENSAPET00000028209.1 ENSAPEG00000019481.1
ENSAPET00000028233.1 ENSAPEG00000019481.1
ENSAPET00000028174.1 ENSAPEG00000019482.1
ENSAPET00000028175.1 ENSAPEG00000019483.1
ENSAPET00000028165.1 ENSAPEG00000019484.1
ENSAPET00000028180.1 ENSAPEG00000019486.1
ENSAPET00000028170.1 ENSAPEG00000019487.1
ENSAPET00000028186.1 ENSAPEG00000019487.1
ENSAPET00000028225.1 ENSAPEG00000019487.1
ENSAPET00000028179.1 ENSAPEG00000019488.1
ENSAPET00000028223.1 ENSAPEG00000019489.1
ENSAPET00000028226.1 ENSAPEG00000019489.1
ENSAPET00000028229.1 ENSAPEG00000019489.1
ENSAPET00000028250.1 ENSAPEG00000019489.1
ENSAPET00000028259.1 ENSAPEG00000019489.1
ENSAPET00000028171.1 ENSAPEG00000019490.1
ENSAPET00000028178.1 ENSAPEG00000019490.1
ENSAPET00000028177.1 ENSAPEG00000019491.1
ENSAPET00000028201.1 ENSAPEG00000019491.1
ENSAPET00000028208.1 ENSAPEG00000019492.1
ENSAPET00000028287.1 ENSAPEG00000019493.1
ENSAPET00000028176.1 ENSAPEG00000019494.1
ENSAPET00000028303.1 ENSAPEG00000019495.1
ENSAPET00000028184.1 ENSAPEG00000019496.1
ENSAPET00000028204.1 ENSAPEG00000019496.1
ENSAPET00000028217.1 ENSAPEG00000019498.1
ENSAPET00000028212.1 ENSAPEG00000019499.1
ENSAPET00000028227.1 ENSAPEG00000019499.1
ENSAPET00000028230.1 ENSAPEG00000019499.1
ENSAPET00000028371.1 ENSAPEG00000019500.1
ENSAPET00000028494.1 ENSAPEG00000019500.1
ENSAPET00000028283.1 ENSAPEG00000019501.1
ENSAPET00000028183.1 ENSAPEG00000019502.1
ENSAPET00000028194.1 ENSAPEG00000019502.1
ENSAPET00000028185.1 ENSAPEG00000019503.1
ENSAPET00000028203.1 ENSAPEG00000019503.1
ENSAPET00000028222.1 ENSAPEG00000019503.1
ENSAPET00000028237.1 ENSAPEG00000019503.1
ENSAPET00000028253.1 ENSAPEG00000019503.1
ENSAPET00000028271.1 ENSAPEG00000019503.1
ENSAPET00000028281.1 ENSAPEG00000019503.1
ENSAPET00000028295.1 ENSAPEG00000019503.1
ENSAPET00000028316.1 ENSAPEG00000019503.1
ENSAPET00000028335.1 ENSAPEG00000019503.1
ENSAPET00000028193.1 ENSAPEG00000019504.1
ENSAPET00000028202.1 ENSAPEG00000019505.1
ENSAPET00000028200.1 ENSAPEG00000019506.1
ENSAPET00000028199.1 ENSAPEG00000019507.1
ENSAPET00000028206.1 ENSAPEG00000019508.1
ENSAPET00000028219.1 ENSAPEG00000019509.1
ENSAPET00000028211.1 ENSAPEG00000019511.1
ENSAPET00000028213.1 ENSAPEG00000019512.1
ENSAPET00000028218.1 ENSAPEG00000019513.1
ENSAPET00000028214.1 ENSAPEG00000019514.1
ENSAPET00000028245.1 ENSAPEG00000019515.1
ENSAPET00000028224.1 ENSAPEG00000019516.1
ENSAPET00000028220.1 ENSAPEG00000019517.1
ENSAPET00000028243.1 ENSAPEG00000019517.1
ENSAPET00000028249.1 ENSAPEG00000019518.1
ENSAPET00000028239.1 ENSAPEG00000019519.1
ENSAPET00000028346.1 ENSAPEG00000019520.1
ENSAPET00000028413.1 ENSAPEG00000019520.1
ENSAPET00000028291.1 ENSAPEG00000019522.1
ENSAPET00000028314.1 ENSAPEG00000019522.1
ENSAPET00000028241.1 ENSAPEG00000019523.1
ENSAPET00000028246.1 ENSAPEG00000019523.1
ENSAPET00000028228.1 ENSAPEG00000019524.1
ENSAPET00000028238.1 ENSAPEG00000019525.1
ENSAPET00000028234.1 ENSAPEG00000019526.1
ENSAPET00000028254.1 ENSAPEG00000019526.1
ENSAPET00000028276.1 ENSAPEG00000019526.1
ENSAPET00000028231.1 ENSAPEG00000019527.1
ENSAPET00000028232.1 ENSAPEG00000019528.1
ENSAPET00000028324.1 ENSAPEG00000019529.1
ENSAPET00000028343.1 ENSAPEG00000019529.1
ENSAPET00000028383.1 ENSAPEG00000019529.1
ENSAPET00000028419.1 ENSAPEG00000019529.1
ENSAPET00000028358.1 ENSAPEG00000019530.1
ENSAPET00000028416.1 ENSAPEG00000019530.1
ENSAPET00000028260.1 ENSAPEG00000019531.1
ENSAPET00000028258.1 ENSAPEG00000019532.1
ENSAPET00000028267.1 ENSAPEG00000019532.1
ENSAPET00000028244.1 ENSAPEG00000019533.1
ENSAPET00000028242.1 ENSAPEG00000019534.1
ENSAPET00000028897.1 ENSAPEG00000019535.1
ENSAPET00000028978.1 ENSAPEG00000019535.1
ENSAPET00000028282.1 ENSAPEG00000019536.1
ENSAPET00000028298.1 ENSAPEG00000019536.1
ENSAPET00000028274.1 ENSAPEG00000019537.1
ENSAPET00000028272.1 ENSAPEG00000019538.1
ENSAPET00000028251.1 ENSAPEG00000019539.1
ENSAPET00000028248.1 ENSAPEG00000019540.1
ENSAPET00000028322.1 ENSAPEG00000019541.1
ENSAPET00000028252.1 ENSAPEG00000019542.1
ENSAPET00000028265.1 ENSAPEG00000019543.1
ENSAPET00000028284.1 ENSAPEG00000019543.1
ENSAPET00000028310.1 ENSAPEG00000019544.1
ENSAPET00000028330.1 ENSAPEG00000019544.1
ENSAPET00000028277.1 ENSAPEG00000019545.1
ENSAPET00000028273.1 ENSAPEG00000019546.1
ENSAPET00000028256.1 ENSAPEG00000019547.1
ENSAPET00000028255.1 ENSAPEG00000019548.1
ENSAPET00000028264.1 ENSAPEG00000019549.1
ENSAPET00000028257.1 ENSAPEG00000019550.1
ENSAPET00000028262.1 ENSAPEG00000019551.1
ENSAPET00000028299.1 ENSAPEG00000019552.1
ENSAPET00000028315.1 ENSAPEG00000019553.1
ENSAPET00000028336.1 ENSAPEG00000019553.1
ENSAPET00000028394.1 ENSAPEG00000019554.1
ENSAPET00000028439.1 ENSAPEG00000019554.1
ENSAPET00000028483.1 ENSAPEG00000019554.1
ENSAPET00000028545.1 ENSAPEG00000019554.1
ENSAPET00000028635.1 ENSAPEG00000019554.1
ENSAPET00000028268.1 ENSAPEG00000019555.1
ENSAPET00000028965.1 ENSAPEG00000019556.1
ENSAPET00000029023.1 ENSAPEG00000019556.1
ENSAPET00000029074.1 ENSAPEG00000019556.1
ENSAPET00000029103.1 ENSAPEG00000019556.1
ENSAPET00000028269.1 ENSAPEG00000019557.1
ENSAPET00000028270.1 ENSAPEG00000019558.1
ENSAPET00000028308.1 ENSAPEG00000019559.1
ENSAPET00000028363.1 ENSAPEG00000019560.1
ENSAPET00000028294.1 ENSAPEG00000019561.1
ENSAPET00000028307.1 ENSAPEG00000019561.1
ENSAPET00000028311.1 ENSAPEG00000019562.1
ENSAPET00000028302.1 ENSAPEG00000019563.1
ENSAPET00000028312.1 ENSAPEG00000019563.1
ENSAPET00000028329.1 ENSAPEG00000019563.1
ENSAPET00000028292.1 ENSAPEG00000019564.1
ENSAPET00000028306.1 ENSAPEG00000019564.1
ENSAPET00000028275.1 ENSAPEG00000019565.1
ENSAPET00000028288.1 ENSAPEG00000019565.1
ENSAPET00000028296.1 ENSAPEG00000019565.1
ENSAPET00000028285.1 ENSAPEG00000019566.1
ENSAPET00000028278.1 ENSAPEG00000019567.1
ENSAPET00000028290.1 ENSAPEG00000019568.1
ENSAPET00000028280.1 ENSAPEG00000019569.1
ENSAPET00000028305.1 ENSAPEG00000019570.1
ENSAPET00000028279.1 ENSAPEG00000019571.1
ENSAPET00000028297.1 ENSAPEG00000019572.1
ENSAPET00000028289.1 ENSAPEG00000019573.1
ENSAPET00000028309.1 ENSAPEG00000019573.1
ENSAPET00000028286.1 ENSAPEG00000019574.1
ENSAPET00000028317.1 ENSAPEG00000019575.1
ENSAPET00000028319.1 ENSAPEG00000019576.1
ENSAPET00000028327.1 ENSAPEG00000019576.1
ENSAPET00000028342.1 ENSAPEG00000019576.1
ENSAPET00000028505.1 ENSAPEG00000019577.1
ENSAPET00000028564.1 ENSAPEG00000019577.1
ENSAPET00000028611.1 ENSAPEG00000019577.1
ENSAPET00000028626.1 ENSAPEG00000019577.1
ENSAPET00000028661.1 ENSAPEG00000019577.1
ENSAPET00000028341.1 ENSAPEG00000019578.1
ENSAPET00000028293.1 ENSAPEG00000019579.1
ENSAPET00000028347.1 ENSAPEG00000019580.1
ENSAPET00000028372.1 ENSAPEG00000019580.1
ENSAPET00000028313.1 ENSAPEG00000019581.1
ENSAPET00000028304.1 ENSAPEG00000019582.1
ENSAPET00000028328.1 ENSAPEG00000019583.1
ENSAPET00000028423.1 ENSAPEG00000019584.1
ENSAPET00000028360.1 ENSAPEG00000019585.1
ENSAPET00000028380.1 ENSAPEG00000019585.1
ENSAPET00000028406.1 ENSAPEG00000019585.1
ENSAPET00000028354.1 ENSAPEG00000019586.1
ENSAPET00000028374.1 ENSAPEG00000019586.1
ENSAPET00000028405.1 ENSAPEG00000019587.1
ENSAPET00000028445.1 ENSAPEG00000019587.1
ENSAPET00000028318.1 ENSAPEG00000019588.1
ENSAPET00000028431.1 ENSAPEG00000019589.1
ENSAPET00000028333.1 ENSAPEG00000019590.1
ENSAPET00000028340.1 ENSAPEG00000019590.1
ENSAPET00000028351.1 ENSAPEG00000019592.1
ENSAPET00000028321.1 ENSAPEG00000019593.1
ENSAPET00000028323.1 ENSAPEG00000019594.1
ENSAPET00000028332.1 ENSAPEG00000019595.1
ENSAPET00000028362.1 ENSAPEG00000019596.1
ENSAPET00000028350.1 ENSAPEG00000019597.1
ENSAPET00000028369.1 ENSAPEG00000019597.1
ENSAPET00000028339.1 ENSAPEG00000019598.1
ENSAPET00000028348.1 ENSAPEG00000019599.1
ENSAPET00000028345.1 ENSAPEG00000019600.1
ENSAPET00000028353.1 ENSAPEG00000019601.1
ENSAPET00000028462.1 ENSAPEG00000019602.1
ENSAPET00000028507.1 ENSAPEG00000019602.1
ENSAPET00000028554.1 ENSAPEG00000019602.1
ENSAPET00000028613.1 ENSAPEG00000019602.1
ENSAPET00000028452.1 ENSAPEG00000019603.1
ENSAPET00000028334.1 ENSAPEG00000019604.1
ENSAPET00000028352.1 ENSAPEG00000019605.1
ENSAPET00000028386.1 ENSAPEG00000019606.1
ENSAPET00000028403.1 ENSAPEG00000019606.1
ENSAPET00000028338.1 ENSAPEG00000019607.1
ENSAPET00000028356.1 ENSAPEG00000019607.1
ENSAPET00000028393.1 ENSAPEG00000019608.1
ENSAPET00000028402.1 ENSAPEG00000019608.1
ENSAPET00000028488.1 ENSAPEG00000019608.1
ENSAPET00000028501.1 ENSAPEG00000019608.1
ENSAPET00000028515.1 ENSAPEG00000019608.1
ENSAPET00000028349.1 ENSAPEG00000019609.1
ENSAPET00000028378.1 ENSAPEG00000019610.1
ENSAPET00000028373.1 ENSAPEG00000019611.1
ENSAPET00000028379.1 ENSAPEG00000019612.1
ENSAPET00000028365.1 ENSAPEG00000019613.1
ENSAPET00000028368.1 ENSAPEG00000019614.1
ENSAPET00000028355.1 ENSAPEG00000019615.1
ENSAPET00000028359.1 ENSAPEG00000019616.1
ENSAPET00000028425.1 ENSAPEG00000019617.1
ENSAPET00000028474.1 ENSAPEG00000019617.1
ENSAPET00000028531.1 ENSAPEG00000019617.1
ENSAPET00000028404.1 ENSAPEG00000019618.1
ENSAPET00000028426.1 ENSAPEG00000019618.1
ENSAPET00000028364.1 ENSAPEG00000019619.1
ENSAPET00000028361.1 ENSAPEG00000019620.1
ENSAPET00000028381.1 ENSAPEG00000019620.1
ENSAPET00000028370.1 ENSAPEG00000019621.1
ENSAPET00000028366.1 ENSAPEG00000019622.1
ENSAPET00000028367.1 ENSAPEG00000019623.1
ENSAPET00000028414.1 ENSAPEG00000019624.1
ENSAPET00000028434.1 ENSAPEG00000019624.1
ENSAPET00000028388.1 ENSAPEG00000019625.1
ENSAPET00000028398.1 ENSAPEG00000019626.1
ENSAPET00000028407.1 ENSAPEG00000019626.1
ENSAPET00000028390.1 ENSAPEG00000019627.1
ENSAPET00000028387.1 ENSAPEG00000019628.1
ENSAPET00000028408.1 ENSAPEG00000019629.1
ENSAPET00000028377.1 ENSAPEG00000019630.1
ENSAPET00000028375.1 ENSAPEG00000019631.1
ENSAPET00000028385.1 ENSAPEG00000019632.1
ENSAPET00000028432.1 ENSAPEG00000019633.1
ENSAPET00000028376.1 ENSAPEG00000019634.1
ENSAPET00000028382.1 ENSAPEG00000019635.1
ENSAPET00000028396.1 ENSAPEG00000019636.1
ENSAPET00000028384.1 ENSAPEG00000019637.1
ENSAPET00000028400.1 ENSAPEG00000019638.1
ENSAPET00000028389.1 ENSAPEG00000019640.1
ENSAPET00000028486.1 ENSAPEG00000019641.1
ENSAPET00000028391.1 ENSAPEG00000019642.1
ENSAPET00000028422.1 ENSAPEG00000019643.1
ENSAPET00000028437.1 ENSAPEG00000019643.1
ENSAPET00000028399.1 ENSAPEG00000019644.1
ENSAPET00000028397.1 ENSAPEG00000019645.1
ENSAPET00000028438.1 ENSAPEG00000019646.1
ENSAPET00000028401.1 ENSAPEG00000019647.1
ENSAPET00000028421.1 ENSAPEG00000019648.1
ENSAPET00000028430.1 ENSAPEG00000019649.1
ENSAPET00000028429.1 ENSAPEG00000019650.1
ENSAPET00000028417.1 ENSAPEG00000019651.1
ENSAPET00000028468.1 ENSAPEG00000019652.1
ENSAPET00000028409.1 ENSAPEG00000019653.1
ENSAPET00000028475.1 ENSAPEG00000019654.1
ENSAPET00000028411.1 ENSAPEG00000019655.1
ENSAPET00000028427.1 ENSAPEG00000019655.1
ENSAPET00000028521.1 ENSAPEG00000019656.1
ENSAPET00000028551.1 ENSAPEG00000019656.1
ENSAPET00000028410.1 ENSAPEG00000019657.1
ENSAPET00000028418.1 ENSAPEG00000019657.1
ENSAPET00000028412.1 ENSAPEG00000019658.1
ENSAPET00000028428.1 ENSAPEG00000019659.1
ENSAPET00000028524.1 ENSAPEG00000019660.1
ENSAPET00000028560.1 ENSAPEG00000019660.1
ENSAPET00000028448.1 ENSAPEG00000019661.1
ENSAPET00000028424.1 ENSAPEG00000019662.1
ENSAPET00000028455.1 ENSAPEG00000019663.1
ENSAPET00000028433.1 ENSAPEG00000019664.1
ENSAPET00000028447.1 ENSAPEG00000019665.1
ENSAPET00000028453.1 ENSAPEG00000019665.1
ENSAPET00000028459.1 ENSAPEG00000019666.1
ENSAPET00000028476.1 ENSAPEG00000019666.1
ENSAPET00000028435.1 ENSAPEG00000019667.1
ENSAPET00000028444.1 ENSAPEG00000019667.1
ENSAPET00000028436.1 ENSAPEG00000019668.1
ENSAPET00000028443.1 ENSAPEG00000019669.1
ENSAPET00000028454.1 ENSAPEG00000019669.1
ENSAPET00000028441.1 ENSAPEG00000019670.1
ENSAPET00000028450.1 ENSAPEG00000019671.1
ENSAPET00000028470.1 ENSAPEG00000019672.1
ENSAPET00000028465.1 ENSAPEG00000019673.1
ENSAPET00000028481.1 ENSAPEG00000019673.1
ENSAPET00000028502.1 ENSAPEG00000019674.1
ENSAPET00000028535.1 ENSAPEG00000019674.1
ENSAPET00000028577.1 ENSAPEG00000019674.1
ENSAPET00000028592.1 ENSAPEG00000019674.1
ENSAPET00000028451.1 ENSAPEG00000019675.1
ENSAPET00000028442.1 ENSAPEG00000019676.1
ENSAPET00000028449.1 ENSAPEG00000019677.1
ENSAPET00000028446.1 ENSAPEG00000019678.1
ENSAPET00000028514.1 ENSAPEG00000019679.1
ENSAPET00000028528.1 ENSAPEG00000019679.1
ENSAPET00000028458.1 ENSAPEG00000019680.1
ENSAPET00000028469.1 ENSAPEG00000019680.1
ENSAPET00000028460.1 ENSAPEG00000019681.1
ENSAPET00000028533.1 ENSAPEG00000019682.1
ENSAPET00000028562.1 ENSAPEG00000019683.1
ENSAPET00000028466.1 ENSAPEG00000019684.1
ENSAPET00000028518.1 ENSAPEG00000019685.1
ENSAPET00000028456.1 ENSAPEG00000019686.1
ENSAPET00000028467.1 ENSAPEG00000019687.1
ENSAPET00000028463.1 ENSAPEG00000019688.1
ENSAPET00000028457.1 ENSAPEG00000019689.1
ENSAPET00000028461.1 ENSAPEG00000019689.1
ENSAPET00000028464.1 ENSAPEG00000019689.1
ENSAPET00000028472.1 ENSAPEG00000019689.1
ENSAPET00000028482.1 ENSAPEG00000019689.1
ENSAPET00000028485.1 ENSAPEG00000019689.1
ENSAPET00000028480.1 ENSAPEG00000019690.1
ENSAPET00000028540.1 ENSAPEG00000019691.1
ENSAPET00000028516.1 ENSAPEG00000019692.1
ENSAPET00000028530.1 ENSAPEG00000019692.1
ENSAPET00000028478.1 ENSAPEG00000019693.1
ENSAPET00000028479.1 ENSAPEG00000019694.1
ENSAPET00000028471.1 ENSAPEG00000019695.1
ENSAPET00000028492.1 ENSAPEG00000019696.1
ENSAPET00000028508.1 ENSAPEG00000019697.1
ENSAPET00000028532.1 ENSAPEG00000019697.1
ENSAPET00000028557.1 ENSAPEG00000019697.1
ENSAPET00000028506.1 ENSAPEG00000019698.1
ENSAPET00000028550.1 ENSAPEG00000019699.1
ENSAPET00000028606.1 ENSAPEG00000019699.1
ENSAPET00000028477.1 ENSAPEG00000019700.1
ENSAPET00000029223.1 ENSAPEG00000019701.1
ENSAPET00000029242.1 ENSAPEG00000019701.1
ENSAPET00000028615.1 ENSAPEG00000019702.1
ENSAPET00000028487.1 ENSAPEG00000019703.1
ENSAPET00000028509.1 ENSAPEG00000019704.1
ENSAPET00000028484.1 ENSAPEG00000019705.1
